day,hours,clusterid,applicationresponselatency,applicationsuccessratio,applicationaccessibility,downlinkthroughput,uplinkthroughput,servicecutoffratio,facebookqoe
1/3/2024,19,S2-SSHD7201,804.52,100,0,375.93,26.94,0,285.74
1/3/2024,19,S2-SSKP1203,1043.71,0,0,47.58,15.91,0,63.67
1/3/2024,19,S2-SSKZ1204,196.54,0,0,566.78,21.07,0,366.32
1/3/2024,19,S2-SSNG1201,329.75,0,0,332.06,20.28,0,233.71
1/3/2024,19,S2-STAY1203,890.49,100,0,333.58,18.07,0,251.5
1/3/2024,19,S2-STDM1202,296.84,0,0,152.37,31.11,0,146.25
1/3/2024,19,S2-STHA1203,957.34,0,0,971.8,25.5,0,588.65
1/3/2024,19,S2-STMK7201,734.19,100,0,73.8,17.25,0,107.82
1/3/2024,19,S2-SUMK1201,867.6,100,0,147.19,25.22,0,156.12
1/3/2024,19,S2-SWNS1205,1061.69,0,0,118.04,13.01,0,99.42
1/3/2024,18,C1-CBPU1202,543.72,0,0,677.34,19.36,0,422.37
1/3/2024,18,C1-CHAV1203,470.5,0,0,585.23,22.55,0,375.48
1/3/2024,18,C1-CKAM1202,746.97,0,0,242.78,25.28,0,185.5
1/3/2024,18,C1-CKHN1202,680.26,100,0,377.61,33.05,0,294.7
1/3/2024,18,C1-CKRK1202,1592,0,0,225.52,23.52,0,165.5
1/3/2024,18,C1-CLHE1207,249.18,0,0,764.95,29.56,0,485.32
1/3/2024,18,C1-CLHE1210,2710.59,100,0,204.11,28.24,0,172.67
1/3/2024,18,C1-CLHE1229,249.37,100,0,563.26,30.98,0,399.85
1/3/2024,18,C1-CLHE1234,191.73,100,0,371.17,25.37,0,287.48
1/3/2024,18,C1-CLHE1235,711.81,0,0,270.99,19.66,0,195.28
1/3/2024,18,C1-CLHE1238,276.29,100,0,573.32,27.17,0,400.94
1/3/2024,18,C1-CLHE1239,356.36,0,0,770.13,27.83,0,485.21
1/3/2024,18,C1-CNKN1201,331.41,0,0,687.9,28.32,0,440.32
1/3/2024,18,C1-COKR1204,525.67,100,0,1923.97,39.74,0,1162.77
1/3/2024,18,C1-CRKH1202,1126.05,100,0,305.33,345.92,0,597.72
1/3/2024,18,C1-CSRA1207,935.18,100,0,242.26,21.4,0,204.01
1/3/2024,18,C1-CSWL1208,1470.32,0,0,303.55,32.48,0,220.02
1/3/2024,18,C1-FARW1204,438.43,100,0,661.57,34.28,0,456.24
1/3/2024,18,C1-FBRW1202,208.67,100,0,646.89,24.87,0,439.93
1/3/2024,18,C1-FCCW1202,634.28,0,0,760.1,28.76,0,477.89
1/3/2024,18,C1-FKSW1201,931.03,0,0,110.05,30.84,0,116.1
1/3/2024,18,C1-FPKT1202,606.99,0,0,574.62,30.27,0,376.8
1/3/2024,18,C2-CSFD1202,1587.87,0,0,163.27,18.35,0,125.22
1/3/2024,18,C2-FCHN1204,869.68,100,0,1066.48,27.14,0,668.95
1/3/2024,18,C2-FCHN1205,743.46,100,0,306.46,24.76,0,245.33
1/3/2024,18,C2-FFSD1210,1233.45,0,0,394.37,21.25,0,260.37
1/3/2024,18,C2-FFSD1212,1183.57,0,0,978.04,34.37,0,599.71
1/3/2024,18,C2-FFSD1213,652.55,0,0,535.5,29.98,0,354.29
1/3/2024,18,C2-FFSD1214,910.46,100,0,1006.64,26.19,0,634.24
1/3/2024,18,C2-FFSD1219,1496.04,100,0,356.47,27.44,0,268.57
1/3/2024,18,C2-FFSD1220,1332.1,100,0,261.35,22.81,0,212.22
1/3/2024,18,C2-FKML7201,461.83,100,0,455.75,25.63,0,332.05
1/3/2024,18,C2-FKMN7201,1049.79,100,0,624.42,30.36,0,425.14
1/3/2024,18,C2-FMNW1206,1485.01,100,0,960.26,29.72,0,606.65
1/3/2024,18,C2-FPML1201,1119.31,100,0,584.27,25.05,0,396.23
1/3/2024,18,C2-FSGD1204,666.77,0,0,753.07,22.74,0,466.97
1/3/2024,18,C2-FSGD1206,749.37,100,0,704.49,25.11,0,466.79
1/3/2024,18,C2-FSHK1201,1387.44,0,0,365.22,21.4,0,242.8
1/3/2024,18,C2-FSMN7202,1157.43,100,0,539.21,30.21,0,376.55
1/3/2024,18,C2-FSWI7201,1239.2,0,0,686.96,30.92,0,433.61
1/3/2024,18,C2-FTDA1201,1341.2,0,0,647.51,27.36,0,406.72
1/3/2024,18,C2-FTTS1203,707.06,100,0,555.36,26.57,0,385.98
1/3/2024,18,C2-FTTS1204,371.99,0,0,565.04,17.09,0,359.18
1/3/2024,18,C3-FAPR1201,1489.95,97.5,2.5,1063.57,25.44,0,659.24
1/3/2024,18,C3-FBKR1202,1224.62,100,0,636.85,23.03,0,422.15
1/3/2024,18,C3-FBKR1203,762.05,0,0,389.68,28.57,0,270.61
1/3/2024,18,C3-FBWP1201,781.79,0,0,2231.04,28.68,0,1293.52
1/3/2024,18,C3-FBWP1203,457.66,100,0,941.7,32.12,0,609.28
1/3/2024,18,C3-FCHM4202,210.05,100,0,617.32,31.17,0,430.49
1/3/2024,18,C3-FCKA1202,670.87,0,0,376.28,25.73,0,260.92
1/3/2024,18,C3-FCSS1203,546.59,0,0,332.12,23.76,0,235.45
1/3/2024,18,C3-FDGK1204,506.47,100,0,646.63,27.15,0,439.34
1/3/2024,18,C3-FDKN1201,636.92,100,0,546.51,25.87,0,380.99
1/3/2024,18,C3-FDNY1201,523.42,84.75,15.25,786.42,24.43,0,513.81
1/3/2024,18,C3-FFAB1201,683.65,100,0,322.66,28.7,0,259.31
1/3/2024,18,C3-FFTP1202,578.3,0,0,689.61,28.46,0,438.96
1/3/2024,18,C3-FJAM1202,508.58,100,0,153.53,25.05,0,163.04
1/3/2024,18,C3-FJAN1202,763.18,54.55,45.45,501.79,18.54,0,346.74
1/3/2024,18,C3-FJNG1208,619.6,0,0,374.54,27.69,0,262.65
1/3/2024,18,C3-FJNG1210,493.42,0,0,466.42,29.43,0,316.89
1/3/2024,18,C3-FJNG1211,546.99,100,0,236.62,19.8,0,202.99
1/3/2024,18,C3-FJNG1212,786.56,0,0,413.09,109.85,0,373.68
1/3/2024,18,C3-FJNG1213,497.69,100,0,1055.17,28.31,0,667.68
1/3/2024,18,C3-FJPW1203,1592.98,100,0,612.77,24.29,0,406.49
1/3/2024,18,C3-FKBW1204,659.43,90.91,9.09,1473.66,32.64,0,903.37
1/3/2024,18,C3-FKCT1201,730.77,0,0,56.45,17.56,0,73.56
1/3/2024,18,C3-FKHT4201,1706.86,100,0,503.52,27.34,0,348.04
1/3/2024,18,C3-FLOD1204,1588.01,100,0,539.09,26.98,0,368.59
1/3/2024,18,C3-FMCN1202,763.97,0,0,832.92,21.75,0,509.26
1/3/2024,18,C3-FMLC4201,2398.02,0,0,247.88,30.64,0,177.78
1/3/2024,18,C3-FMUX1214,304.14,100,0,885.73,21.56,0,567.99
1/3/2024,18,C3-FMZG1201,565.46,0,0,195.09,27.84,0,163.66
1/3/2024,18,C3-FPLN1202,886.43,100,0,748.54,27.9,0,492.99
1/3/2024,18,C3-FRJK1201,1051.17,0,0,210.82,21.37,0,160.35
1/3/2024,18,C3-FRJN1203,248.8,0,0,83.11,19.83,0,95.72
1/3/2024,18,C3-FSHD1201,512.3,0,0,187.82,22.12,0,153.8
1/3/2024,18,C3-FSKT1202,1334.05,100,0,270.16,27.48,0,222.28
1/3/2024,18,C3-FSSD1202,1171.87,0,0,710.04,35.64,0,452.35
1/3/2024,18,C3-FSUJ1201,668.61,100,0,825.67,25.38,0,535.22
1/3/2024,18,C3-FTBS1201,480.09,0,0,337.84,23.14,0,238.6
1/3/2024,18,C3-FTSA1206,1167.41,100,0,311.73,23.07,0,242.14
1/3/2024,18,C3-FVHR4204,100.48,0,0,166.16,19.36,0,142.82
1/3/2024,18,C3-FVHR4205,2465.26,0,0,2122.72,35.05,0,1223.58
1/3/2024,18,C3-FYZM1201,667.77,100,0,656.02,26.42,0,442.13
1/3/2024,18,C3-FYZM1202,1339.17,100,0,847.33,21.53,0,536.27
1/3/2024,18,C4-CAPC1201,774.26,0,0,279.15,28.76,0,209.3
1/3/2024,18,C4-CDNG1202,504.57,94.24,5.76,538.02,26.96,0,378.81
1/3/2024,18,C4-CDSK1202,566.38,0,0,604.49,23.69,0,386.49
1/3/2024,18,C4-CGJT1207,442.97,100,0,685.68,27.03,0,461.54
1/3/2024,18,C4-CGUJ1207,1017.95,100,0,721.18,32.31,0,481.38
1/3/2024,18,C4-CGUJ1209,516.28,0,0,559.75,32.77,0,372.22
1/3/2024,18,C4-CGUJ1210,510.62,0,0,475.67,29.98,0,322.47
1/3/2024,18,C4-CLMA1201,311.04,96.22,3.78,503.33,27.55,0,362.13
1/3/2024,18,C4-CMBD1201,433.7,93.13,6.87,524.08,28.47,0,373.45
1/3/2024,18,C4-CMBD1202,358.8,100,0,517.05,27.89,0,369.65
1/3/2024,18,C4-CNWL1202,1277.38,0,0,217.21,24.78,0,165.43
1/3/2024,18,C4-CNWL1204,1678.6,0,0,51.07,17.44,0,60.96
1/3/2024,18,C4-CPBN1202,1144.42,100,0,395.32,30.33,0,296.88
1/3/2024,18,C4-CPHA1201,507.6,100,0,410.34,26.75,0,307.61
1/3/2024,18,C4-CPSR1204,1438.25,0,0,606.88,31.51,0,387.78
1/3/2024,18,C4-CQDS1202,1692.88,0,0,297.56,20.96,0,201.67
1/3/2024,18,C4-CSAM1202,757.18,0,0,252.6,25.29,0,190.86
1/3/2024,18,C4-CSLT1204,938.25,100,0,643.83,25.81,0,431.98
1/3/2024,18,C4-CSLT1208,967.91,0,0,911.95,25.8,0,555.63
1/3/2024,18,C4-CSLT1212,469.57,0,0,466.29,24.34,0,311.4
1/3/2024,18,C4-CWZD1201,585.63,91.67,8.33,585.48,30.61,0,408.42
1/3/2024,18,N1-NBGH1201,883.12,96.89,3.11,660.52,25.91,0,441.91
1/3/2024,18,N1-NBHM1201,812.09,93.5,6.5,800.02,29.29,0,523.88
1/3/2024,18,N1-NCSS1203,338.06,96.15,3.85,667.4,29.41,0,455.07
1/3/2024,18,N1-NCWL1202,351.42,97.77,2.23,622.44,30.13,0,430.76
1/3/2024,18,N1-NDHR1202,765.63,97.99,2.01,646.88,27,0,436.72
1/3/2024,18,N1-NDNA1202,342.36,96.06,3.94,560.9,31.12,0,397.77
1/3/2024,18,N1-NFTJ1201,367.86,96.87,3.13,537.12,31.93,0,385.2
1/3/2024,18,N1-NGKN1202,410.16,95.63,4.37,484.44,30.69,0,354.13
1/3/2024,18,N1-NHAJ1201,945.4,97.67,2.33,613.6,26.77,0,416.18
1/3/2024,18,N1-NHTB1201,710.38,98.17,1.83,611.69,28.35,0,419.22
1/3/2024,18,N1-NISB1203,286.28,97.17,2.83,594.7,36.02,0,422.55
1/3/2024,18,N1-NISB1206,358.63,97.48,2.52,559.06,39.4,0,405.78
1/3/2024,18,N1-NJLM1203,284.08,95.23,4.77,758.64,39.87,0,517.93
1/3/2024,18,N1-NKLI1201,856.62,96.48,3.52,754.43,28.15,0,496.84
1/3/2024,18,N1-NKRT1202,998.26,93.99,6.01,734.32,27.03,0,483.01
1/3/2024,18,N1-NKTA1202,361.52,96.75,3.25,516.99,30.32,0,372.29
1/3/2024,18,N1-NKYL5201,986.97,96.57,3.43,787.07,27.53,0,512.98
1/3/2024,18,N1-NMAK1201,890.1,97.8,2.2,579.98,30.58,0,402.29
1/3/2024,18,N1-NMAK1202,813.95,93.64,6.36,737.64,28.08,0,487.86
1/3/2024,18,N1-NPDK1201,378.26,98.11,1.89,461.19,27.73,0,338.25
1/3/2024,18,N1-NPLD1201,957.37,98.02,1.98,699.8,26.48,0,463.63
1/3/2024,18,N1-NQML1205,801.05,96.74,3.26,705.28,29.83,0,471.96
1/3/2024,18,N1-NRWK1201,957.54,97.38,2.62,674.76,35.28,0,459.49
1/3/2024,18,N1-NRWP1201,267.92,94.82,5.18,684.55,32.83,0,469.1
1/3/2024,18,N1-NRWP1208,372.97,95.51,4.49,617.82,33.68,0,431.93
1/3/2024,18,N1-NRWP1211,369.88,93.75,6.25,501.75,30.12,0,363.52
1/3/2024,18,N1-NRWP1212,353.65,95.65,4.35,585.63,39.82,0,421.06
1/3/2024,18,N1-NRWP1214,332.79,98.13,1.87,523.58,30.25,0,376.16
1/3/2024,18,N1-NSAL1203,372.72,98.43,1.57,506.93,28.16,0,364.19
1/3/2024,18,N1-NSNA1202,1029.84,99.57,0.43,782.92,40.78,0,524.97
1/3/2024,18,N1-NTRL1201,450.41,96.23,3.77,449.26,28.9,0,332.2
1/3/2024,18,N2-NBRI1201,411.36,97.11,2.89,349.58,26.63,0,274.69
1/3/2024,18,N2-NBTG1202,520.92,98.35,1.65,492.94,26.34,0,352.91
1/3/2024,18,N2-NCHT1203,811.35,99.27,0.73,590.43,32.27,0,410.76
1/3/2024,18,N2-NCHT1204,1025.86,92.78,7.22,1089.83,29.26,0,682.71
1/3/2024,18,N2-NCHT1205,1094.78,100,0,375.44,24.06,0,279.36
1/3/2024,18,N2-NCKD1201,525.74,96.48,3.52,352.64,30.85,0,279.93
1/3/2024,18,N2-NCLS1201,1195.6,100,0,157.53,20.82,0,153.69
1/3/2024,18,N2-NDIR1201,1033.45,100,0,827.82,22.81,0,529.91
1/3/2024,18,N2-NDIR1202,1098.05,96.02,3.98,840.72,40.41,0,555.99
1/3/2024,18,N2-NDSU1201,597.9,100,0,113.16,24.95,0,139.61
1/3/2024,18,N2-NGHU1201,400.1,98.02,1.98,440.83,27.15,0,326.07
1/3/2024,18,N2-NGIL1201,989.19,95.77,4.23,260.9,25.68,0,218.59
1/3/2024,18,N2-NHAL1201,320.9,20.35,79.65,593.52,31.47,0,416.49
1/3/2024,18,N2-NHRI1201,459.21,95.79,4.21,556.06,32.36,0,395.29
1/3/2024,18,N2-NKDU1202,781.78,85.86,14.14,325.41,29.56,0,260.81
1/3/2024,18,N2-NKKA1201,558.9,97.96,2.04,344.04,24.68,0,267.97
1/3/2024,18,N2-NMDI1201,654.4,96.27,3.73,502.24,28.76,0,359.43
1/3/2024,18,N2-NMDY1201,492.81,93.67,6.33,332.94,28.98,0,267.24
1/3/2024,18,N2-NMND1201,496.39,96.75,3.25,354.12,25.71,0,275.34
1/3/2024,18,N2-NMTA1201,571.65,94.97,5.03,329.1,24.86,0,259.74
1/3/2024,18,N2-NOGH1201,547.43,97.15,2.85,514.23,39.84,0,379.48
1/3/2024,18,N2-NPTN1201,534.52,100,0,206.5,25.51,0,192.72
1/3/2024,18,N2-NSHA1202,1018.97,97.4,2.6,461.18,26.34,0,330.29
1/3/2024,18,N2-NSKI1201,436.56,95.11,4.89,418.58,38.99,0,326.5
1/3/2024,18,N2-NSWT1201,479.23,94.43,5.57,354.56,25.61,0,275.64
1/3/2024,18,N2-NSWT1202,448.2,98.4,1.6,402.43,30.17,0,307.61
1/3/2024,18,N2-NTAX1201,422.26,89.49,10.51,557.09,30.93,0,394.64
1/3/2024,18,N2-NTKT1201,494.19,90,10,432.62,26.44,0,319.78
1/3/2024,18,N2-NTMG7201,565.28,98.14,1.86,401.37,28.12,0,303.57
1/3/2024,18,N3-NBAY1201,463.51,85.13,14.87,439.34,66.32,0,368.13
1/3/2024,18,N3-NBNE1201,659.17,98.28,1.72,500.6,27.9,0,357.52
1/3/2024,18,N3-NCGY1201,415.69,98.63,1.37,490.61,28.47,0,355.04
1/3/2024,18,N3-NCHD1203,418.18,94.07,5.93,551.56,47.61,0,410.14
1/3/2024,18,N3-NDGI1201,493.8,97.18,2.82,461.26,30.65,0,340.37
1/3/2024,18,N3-NDIK1201,728.45,87.1,12.9,515.89,29.16,0,366.72
1/3/2024,18,N3-NDIK1207,775.45,100,0,497.52,27.2,0,353.87
1/3/2024,18,N3-NHNG1202,356.97,99.07,0.93,860.51,32.65,0,565.77
1/3/2024,18,N3-NJRA1201,369.94,96.86,3.14,569.06,27.28,0,397.76
1/3/2024,18,N3-NKMR1203,303.35,94.73,5.27,728.51,40.32,0,501.49
1/3/2024,18,N3-NKRK1202,351.71,95.86,4.14,655.45,34.38,0,453.82
1/3/2024,18,N3-NLDK1201,360.2,95.37,4.63,650.82,73.18,0,494.28
1/3/2024,18,N3-NLHT1201,396.57,96.93,3.07,801.72,28.94,0,528.59
1/3/2024,18,N3-NLKM1201,344.37,93.7,6.3,682.71,29.63,0,463.76
1/3/2024,18,N3-NLKM1203,385.58,90.3,9.7,569.96,30.34,0,401.5
1/3/2024,18,N3-NMAG1202,669.29,99.45,0.55,399.13,25.42,0,298.29
1/3/2024,18,N3-NMDN1201,445.68,96.73,3.27,476.98,30.72,0,349.67
1/3/2024,18,N3-NMDN1204,433.35,98.4,1.6,496.63,28.87,0,358.65
1/3/2024,18,N3-NNOW1201,356.2,96.11,3.89,776.6,43.22,0,530.9
1/3/2024,18,N3-NOHT1207,339.19,96.34,3.66,796.18,31.14,0,528.53
1/3/2024,18,N3-NPAB1201,295.17,95.3,4.7,751.88,33.29,0,506.75
1/3/2024,18,N3-NPCH1201,465.42,96.67,3.33,527.66,28.06,0,374.67
1/3/2024,18,N3-NPEW1202,425.42,91.77,8.23,735.08,31.71,0,494.36
1/3/2024,18,N3-NPEW1210,392.46,98.38,1.62,691.16,37.62,0,476.85
1/3/2024,18,N3-NPHR1202,342.41,97.87,2.13,749.8,29.61,0,501.03
1/3/2024,18,N3-NPIR1201,431.47,95.38,4.62,649.74,52.08,0,469.52
1/3/2024,18,N3-NRSP1201,404.7,97.61,2.39,538.33,38.06,0,392.31
1/3/2024,18,N3-NSQD1201,334.61,96.58,3.42,637.91,30.11,0,439.5
1/3/2024,18,N3-NTBI1201,471.66,96.22,3.78,393.15,30.24,0,302.3
1/3/2024,18,N3-NTGI1201,463.71,92.26,7.74,463.4,34.84,0,346.52
1/3/2024,18,N3-NTNK1201,559.58,91.62,8.38,497.79,26.38,0,355.27
1/3/2024,18,S1-SCMN1202,523.28,0,0,407.37,24.36,0,278.15
1/3/2024,18,S1-SDAL1202,990.98,0,0,58.81,13.96,0,68.27
1/3/2024,18,S1-SDAY1201,798.75,0,0,317.88,24.01,0,225.29
1/3/2024,18,S1-SDMJ1201,1027.71,100,0,183.31,26.53,0,176.04
1/3/2024,18,S1-SDUK1202,435.77,100,0,799.82,32.11,0,530.66
1/3/2024,18,S1-SKHI1201,678.09,100,0,526.02,23.28,0,366.32
1/3/2024,18,S1-SKHI1221,871.13,60,40,767.06,26.73,0,502.13
1/3/2024,18,S1-SKHI1228,622.15,100,0,1204.55,32.32,0,753.88
1/3/2024,18,S1-SKHI1232,418.09,100,0,1510.27,40.64,0,935.01
1/3/2024,18,S1-SKHI1235,911.98,0,0,111.35,20.34,0,105.34
1/3/2024,18,S1-SKHI1241,225.39,0,0,351.09,30.5,0,256.68
1/3/2024,18,S1-SKHI1243,264.39,100,0,1461.12,26.27,0,893.28
1/3/2024,18,S1-SKHI1244,792.96,0,0,1240.28,21.5,0,735
1/3/2024,18,S1-SKHI1245,358.15,0,0,684.25,27.42,0,437.02
1/3/2024,18,S1-SKHI1248,922.38,100,0,606.23,25.38,0,410.77
1/3/2024,18,S1-SKHI1251,217.01,0,0,1416.18,26.53,0,844.07
1/3/2024,18,S1-SKHI1253,903.8,100,0,631.07,30.48,0,430.42
1/3/2024,18,S1-SKHI1254,616.85,100,0,458.94,23.68,0,330.11
1/3/2024,18,S1-SKHI1255,483.48,0,0,325.86,31.75,0,241.48
1/3/2024,18,S1-SKHI1256,366.19,33.33,66.67,1054.29,30.1,0,670.5
1/3/2024,18,S1-SKHI1257,267.12,0,0,688.56,26.71,0,439.54
1/3/2024,18,S1-SKHI5206,1286.53,0,0,862.15,33.55,0,533.38
1/3/2024,18,S1-SKHI5219,569.7,0,0,974.36,28.29,0,597.05
1/3/2024,18,S1-SKHZ7201,740.36,0,0,138.18,17.67,0,119
1/3/2024,18,S1-SKLT5201,715.98,100,0,144.1,49.06,0,182.41
1/3/2024,18,S1-SLRI7201,838.3,100,0,381.31,29.49,0,291.22
1/3/2024,18,S1-SNAS7201,3832.96,0,0,87.18,13.16,0,54.73
1/3/2024,18,S1-SNKI1201,389.52,100,0,281.97,19.26,0,229.15
1/3/2024,18,S1-SNKI7201,737.43,0,0,43.94,13.81,0,62.38
1/3/2024,18,S1-SQSU5201,1827.86,0,0,101.85,18.12,0,88.44
1/3/2024,18,S1-SRIB1201,2594.26,0,0,299.89,25.34,0,198.82
1/3/2024,18,S1-SSBI1202,654.05,0,0,941.83,14.31,0,562.6
1/3/2024,18,S1-STRB1201,3486.75,100,0,589.93,25.94,0,376.69
1/3/2024,18,S1-SUET1207,663.98,0,0,312.86,22.39,0,222.05
1/3/2024,18,S1-SUET1209,255.79,0,0,850.15,33.18,0,536.61
1/3/2024,18,S1-SUET1210,2299.41,100,0,157.84,22.12,0,144.27
1/3/2024,18,S1-SUET1212,185.4,0,0,123.46,18.17,0,116.92
1/3/2024,18,S1-SUET1213,1107.02,0,0,726.22,18.29,0,442.71
1/3/2024,18,S1-SUTH5201,536.14,100,0,356.31,29.52,0,280.39
1/3/2024,18,S1-SZHB1201,687.36,0,0,287.91,30.39,0,216.84
1/3/2024,18,S2-FKBL4201,605.56,100,0,479.84,28.33,0,347
1/3/2024,18,S2-FKHN1202,449.45,85.19,14.81,501.83,16.2,0,347.3
1/3/2024,18,S2-FLQT7201,450.27,100,0,745.12,24.49,0,491.66
1/3/2024,18,S2-SADU1201,350.24,0,0,452.79,26.02,0,306.96
1/3/2024,18,S2-SDGR1201,485.51,100,0,646.33,21.03,0,432.58
1/3/2024,18,S2-SDKI1201,400.52,100,0,537.84,29.45,0,382.52
1/3/2024,18,S2-SGOL1202,831.54,100,0,78.71,22.6,0,115.52
1/3/2024,18,S2-SHAL5201,548.85,0,0,199.34,25.72,0,163.83
1/3/2024,18,S2-SHDD1204,2111,100,0,547.72,34.62,0,376.65
1/3/2024,18,S2-SHDD1206,242.74,97.92,2.08,4098.96,26.55,0,2359.27
1/3/2024,18,S2-SHDD1207,783.52,100,0,307.55,29.13,0,250.39
1/3/2024,18,S2-SHDD1208,2856.74,0,0,465.79,25.15,0,288.15
1/3/2024,18,S2-SILK1201,458.15,50,50,223.37,24.98,0,202.27
1/3/2024,18,S2-SJCB1202,1637.41,100,0,1400.92,40.39,0,861.79
1/3/2024,18,S2-SKHP1201,1306.89,100,0,415.67,25.84,0,301.57
1/3/2024,18,S2-SKHR1203,479.47,0,0,415.46,24.66,0,283.42
1/3/2024,18,S2-SKND5201,194.18,0,0,119.66,21.99,0,118.97
1/3/2024,18,S2-SKNS1201,1981.74,100,0,159.57,19.66,0,145.68
1/3/2024,18,S2-SKSM7201,1483.4,100,0,293.75,14.28,0,219.23
1/3/2024,18,S2-SKUN1203,611.91,100,0,270.81,17.1,0,218.33
1/3/2024,18,S2-SLAR1202,479.11,100,0,456.14,16.96,0,322.46
1/3/2024,18,S2-SLAR1204,254.67,0,0,690.12,34.58,0,449.28
1/3/2024,18,S2-SLAR1205,221.42,0,0,89.31,18.62,0,98.09
1/3/2024,18,S2-SMEH1201,1768.29,100,0,110.44,21.87,0,122.97
1/3/2024,18,S2-SMIT1201,326.7,100,0,651.42,24.29,0,440.62
1/3/2024,18,S2-SMOR1204,4894.03,100,0,246.42,57.36,0,206.69
1/3/2024,18,S2-SMPK1202,808.92,0,0,416.79,26.15,0,282.52
1/3/2024,18,S2-SNAU1201,898.83,100,0,238.44,24.65,0,205.87
1/3/2024,18,S2-SPAK1201,619.6,0,0,740.52,18.83,0,456.13
1/3/2024,18,S2-SRNP1201,1471.78,0,0,73.12,20.77,0,78.98
1/3/2024,18,S2-SROH1201,716.76,100,0,696.65,21.87,0,459.16
1/3/2024,18,S2-SSAJ1202,1810.32,0,0,287.59,19.92,0,193.8
1/3/2024,18,S2-SSEW1203,1404.12,0,0,362.06,21.51,0,241
1/3/2024,18,S2-SSHD7201,1082.91,0,0,314,22.32,0,218.42
1/3/2024,18,S2-SSKP1203,2651.55,100,0,55.15,15.04,0,75.83
1/3/2024,18,S2-SSKZ1204,366.73,0,0,807.38,19.2,0,496.21
1/3/2024,18,S2-SSNG1201,722.71,0,0,166.29,19.28,0,136.58
1/3/2024,18,S2-STAY1203,1267.27,89.66,10.34,633.39,25.89,0,422.98
1/3/2024,18,S2-STDM1202,201.68,0,0,83,21.8,0,98.32
1/3/2024,18,S2-STHA1203,3733.45,0,0,888.97,32.59,0,522.75
1/3/2024,18,S2-STMK7201,679.27,96,4,975.93,18.85,0,611.34
1/3/2024,18,S2-SUMK1201,1174.8,0,0,569.21,29.64,0,367.41
1/3/2024,18,S2-SWNS1205,425.75,100,0,593.42,30.15,0,413.92
1/3/2024,17,C1-CBPU1202,1036.41,100,0,315.46,26.09,0,248.88
1/3/2024,17,C1-CHAV1203,410.53,100,0,1265.68,25.98,0,782.92
1/3/2024,17,C1-CKAM1202,2184.4,0,0,217.47,21.03,0,152.34
1/3/2024,17,C1-CKHN1202,252.93,100,0,684.33,35.61,0,472.22
1/3/2024,17,C1-CKRK1202,872.96,0,0,155.2,18.69,0,128.26
1/3/2024,17,C1-CLHE1207,302.68,100,0,861.06,30.06,0,563.74
1/3/2024,17,C1-CLHE1210,884.69,100,0,717.4,30.92,0,479.06
1/3/2024,17,C1-CLHE1229,355.96,0,0,1087.28,23.85,0,656.98
1/3/2024,17,C1-CLHE1234,544.67,100,0,777.41,33.63,0,518.81
1/3/2024,17,C1-CLHE1235,931.28,100,0,279.91,22.13,0,225.78
1/3/2024,17,C1-CLHE1238,827.44,100,0,992.02,25.93,0,626.66
1/3/2024,17,C1-CLHE1239,255.04,0,0,833.12,32.36,0,526.25
1/3/2024,17,C1-CNKN1201,879.33,100,0,181.91,25.95,0,176.1
1/3/2024,17,C1-COKR1204,1009,100,0,96.82,20.5,0,121.48
1/3/2024,17,C1-CRKH1202,520.91,0,0,673.9,34.92,0,437.98
1/3/2024,17,C1-CSRA1207,1798.78,100,0,43.69,19.84,0,83.33
1/3/2024,17,C1-CSWL1208,1565.76,100,0,482.84,25.03,0,335.4
1/3/2024,17,C1-FARW1204,251.45,100,0,1337.81,28.47,0,827.35
1/3/2024,17,C1-FBRW1202,437.54,100,0,1179.2,25.74,0,734.34
1/3/2024,17,C1-FCCW1202,634.72,0,0,612.57,26.7,0,393.64
1/3/2024,17,C1-FKSW1201,313.93,0,0,721.52,27.96,0,458.77
1/3/2024,17,C1-FPKT1202,803.86,0,0,1361.52,35.94,0,818.29
1/3/2024,17,C2-CSFD1202,4778.5,0,0,31.36,35.31,0,38.87
1/3/2024,17,C2-FCHN1204,576.66,100,0,833.56,19.48,0,533.97
1/3/2024,17,C2-FCHN1205,890.61,100,0,497.38,24.13,0,349.23
1/3/2024,17,C2-FFSD1210,1483.83,81.82,18.18,280.51,26.1,0,225
1/3/2024,17,C2-FFSD1212,746.86,100,0,354.93,21.94,0,269.09
1/3/2024,17,C2-FFSD1213,369.06,0,0,1700.57,30.23,0,1004.66
1/3/2024,17,C2-FFSD1214,907.06,0,0,437.4,23.53,0,290.07
1/3/2024,17,C2-FFSD1219,748.96,100,0,285.41,27.56,0,236.69
1/3/2024,17,C2-FFSD1220,1535.83,0,0,252.13,24.93,0,182.41
1/3/2024,17,C2-FKML7201,993,100,0,250.76,22.27,0,209.13
1/3/2024,17,C2-FKMN7201,1168.9,95.12,4.88,726.52,29.65,0,479.88
1/3/2024,17,C2-FMNW1206,2678.1,0,0,1587.85,26.24,0,914.51
1/3/2024,17,C2-FPML1201,916.71,0,0,436.77,172.38,0,455.02
1/3/2024,17,C2-FSGD1204,611.03,100,0,795.88,24.05,0,517.77
1/3/2024,17,C2-FSGD1206,599.64,0,0,614.61,23.24,0,391.28
1/3/2024,17,C2-FSHK1201,835.53,100,0,713.98,24.4,0,470.41
